trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
30,21:55:00,21:55:00,9146,2,Keistiö,,,
31,22:45:00,22:45:00,9187,1,Dalen (Iniö),,,
31,22:55:00,22:55:00,9146,2,Keistiö,,,
32,9:50:00,9:50:00,9187,1,Dalen (Iniö),,,
32,10:00:00,10:00:00,9146,2,Keistiö,,,
33,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
33,11:25:00,11:25:00,9146,2,Keistiö,,,
34,12:15:00,12:15:00,9187,1,Dalen (Iniö),,,
34,12:25:00,12:25:00,9146,2,Keistiö,,,
35,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
35,13:10:00,13:10:00,9146,2,Keistiö,,,
36,14:00:00,14:00:00,9187,1,Dalen (Iniö),,,
36,14:10:00,14:10:00,9146,2,Keistiö,,,
37,14:45:00,14:45:00,9187,1,Dalen (Iniö),,,
37,14:55:00,14:55:00,9146,2,Keistiö,,,
38,16:00:00,16:00:00,9187,1,Dalen (Iniö),,,
38,16:10:00,16:10:00,9146,2,Keistiö,,,
39,16:30:00,16:30:00,9187,1,Dalen (Iniö),,,
39,16:40:00,16:40:00,9146,2,Keistiö,,,
40,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
40,17:30:00,17:30:00,9146,2,Keistiö,,,
41,18:15:00,18:15:00,9187,1,Dalen (Iniö),,,
41,18:25:00,18:25:00,9146,2,Keistiö,,,
42,19:30:00,19:30:00,9187,1,Dalen (Iniö),,,
42,19:40:00,19:40:00,9146,2,Keistiö,,,
43,20:45:00,20:45:00,9187,1,Dalen (Iniö),,,
43,20:55:00,20:55:00,9146,2,Keistiö,,,
44,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
44,21:55:00,21:55:00,9146,2,Keistiö,,,
45,6:10:00,6:10:00,9187,1,Dalen (Iniö),,,
45,6:20:00,6:20:00,9146,2,Keistiö,,,
46,7:05:00,7:05:00,9187,1,Dalen (Iniö),,,
46,7:15:00,7:15:00,9146,2,Keistiö,,,
47,7:45:00,7:45:00,9187,1,Dalen (Iniö),,,
47,7:55:00,7:55:00,9146,2,Keistiö,,,
48,8:15:00,8:15:00,9187,1,Dalen (Iniö),,,
48,8:25:00,8:25:00,9146,2,Keistiö,,,
49,9:10:00,9:10:00,9187,1,Dalen (Iniö),,,
49,9:20:00,9:20:00,9146,2,Keistiö,,,
50,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
50,11:25:00,11:25:00,9146,2,Keistiö,,,
51,11:45:00,11:45:00,9187,1,Dalen (Iniö),,,
51,11:55:00,11:55:00,9146,2,Keistiö,,,
52,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
52,13:10:00,13:10:00,9146,2,Keistiö,,,
53,14:30:00,14:30:00,9187,1,Dalen (Iniö),,,
53,14:40:00,14:40:00,9146,2,Keistiö,,,
54,15:15:00,15:15:00,9187,1,Dalen (Iniö),,,
54,15:25:00,15:25:00,9146,2,Keistiö,,,
55,16:15:00,16:15:00,9187,1,Dalen (Iniö),,,
55,16:25:00,16:25:00,9146,2,Keistiö,,,
56,16:45:00,16:45:00,9187,1,Dalen (Iniö),,,
56,16:55:00,16:55:00,9146,2,Keistiö,,,
57,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
57,17:30:00,17:30:00,9146,2,Keistiö,,,
58,19:00:00,19:00:00,9187,1,Dalen (Iniö),,,
58,19:10:00,19:10:00,9146,2,Keistiö,,,
59,19:50:00,19:50:00,9187,1,Dalen (Iniö),,,
59,20:00:00,20:00:00,9146,2,Keistiö,,,
60,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
60,21:55:00,21:55:00,9146,2,Keistiö,,,
61,22:45:00,22:45:00,9187,1,Dalen (Iniö),,,
61,22:55:00,22:55:00,9146,2,Keistiö,,,
62,7:45:00,7:45:00,9187,1,Dalen (Iniö),,,
62,7:55:00,7:55:00,9146,2,Keistiö,,,
63,8:15:00,8:15:00,9187,1,Dalen (Iniö),,,
63,8:25:00,8:25:00,9146,2,Keistiö,,,
64,9:10:00,9:10:00,9187,1,Dalen (Iniö),,,
64,9:20:00,9:20:00,9146,2,Keistiö,,,
65,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
65,11:25:00,11:25:00,9146,2,Keistiö,,,
66,11:45:00,11:45:00,9187,1,Dalen (Iniö),,,
66,11:55:00,11:55:00,9146,2,Keistiö,,,
67,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
67,13:10:00,13:10:00,9146,2,Keistiö,,,
68,14:30:00,14:30:00,9187,1,Dalen (Iniö),,,
68,14:40:00,14:40:00,9146,2,Keistiö,,,
69,16:15:00,16:15:00,9187,1,Dalen (Iniö),,,
69,16:25:00,16:25:00,9146,2,Keistiö,,,
70,16:45:00,16:45:00,9187,1,Dalen (Iniö),,,
70,16:55:00,16:55:00,9146,2,Keistiö,,,
71,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
71,17:30:00,17:30:00,9146,2,Keistiö,,,
72,19:00:00,19:00:00,9187,1,Dalen (Iniö),,,
72,19:10:00,19:10:00,9146,2,Keistiö,,,
73,19:50:00,19:50:00,9187,1,Dalen (Iniö),,,
73,20:00:00,20:00:00,9146,2,Keistiö,,,
74,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
74,21:55:00,21:55:00,9146,2,Keistiö,,,
75,22:45:00,22:45:00,9187,1,Dalen (Iniö),,,
75,22:55:00,22:55:00,9146,2,Keistiö,,,
76,9:50:00,9:50:00,9187,1,Dalen (Iniö),,,
76,10:00:00,10:00:00,9146,2,Keistiö,,,
77,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
77,11:25:00,11:25:00,9146,2,Keistiö,,,
78,12:15:00,12:15:00,9187,1,Dalen (Iniö),,,
78,12:25:00,12:25:00,9146,2,Keistiö,,,
79,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
79,13:10:00,13:10:00,9146,2,Keistiö,,,
80,14:00:00,14:00:00,9187,1,Dalen (Iniö),,,
80,14:10:00,14:10:00,9146,2,Keistiö,,,
81,14:45:00,14:45:00,9187,1,Dalen (Iniö),,,
81,14:55:00,14:55:00,9146,2,Keistiö,,,
82,16:00:00,16:00:00,9187,1,Dalen (Iniö),,,
82,16:10:00,16:10:00,9146,2,Keistiö,,,
83,16:30:00,16:30:00,9187,1,Dalen (Iniö),,,
83,16:40:00,16:40:00,9146,2,Keistiö,,,
84,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
84,17:30:00,17:30:00,9146,2,Keistiö,,,
85,18:15:00,18:15:00,9187,1,Dalen (Iniö),,,
85,18:25:00,18:25:00,9146,2,Keistiö,,,
86,19:30:00,19:30:00,9187,1,Dalen (Iniö),,,
86,19:40:00,19:40:00,9146,2,Keistiö,,,
87,20:45:00,20:45:00,9187,1,Dalen (Iniö),,,
87,20:55:00,20:55:00,9146,2,Keistiö,,,
88,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
88,21:55:00,21:55:00,9146,2,Keistiö,,,
89,6:10:00,6:10:00,9187,1,Dalen (Iniö),,,
89,6:20:00,6:20:00,9146,2,Keistiö,,,
90,7:05:00,7:05:00,9187,1,Dalen (Iniö),,,
90,7:15:00,7:15:00,9146,2,Keistiö,,,
91,7:45:00,7:45:00,9187,1,Dalen (Iniö),,,
91,7:55:00,7:55:00,9146,2,Keistiö,,,
92,8:15:00,8:15:00,9187,1,Dalen (Iniö),,,
92,8:25:00,8:25:00,9146,2,Keistiö,,,
93,9:10:00,9:10:00,9187,1,Dalen (Iniö),,,
93,9:20:00,9:20:00,9146,2,Keistiö,,,
94,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
94,11:25:00,11:25:00,9146,2,Keistiö,,,
95,11:45:00,11:45:00,9187,1,Dalen (Iniö),,,
95,11:55:00,11:55:00,9146,2,Keistiö,,,
96,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
96,13:10:00,13:10:00,9146,2,Keistiö,,,
97,14:30:00,14:30:00,9187,1,Dalen (Iniö),,,
97,14:40:00,14:40:00,9146,2,Keistiö,,,
98,15:15:00,15:15:00,9187,1,Dalen (Iniö),,,
98,15:25:00,15:25:00,9146,2,Keistiö,,,
99,16:15:00,16:15:00,9187,1,Dalen (Iniö),,,
99,16:25:00,16:25:00,9146,2,Keistiö,,,
100,16:45:00,16:45:00,9187,1,Dalen (Iniö),,,
100,16:55:00,16:55:00,9146,2,Keistiö,,,
101,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
101,17:30:00,17:30:00,9146,2,Keistiö,,,
102,19:00:00,19:00:00,9187,1,Dalen (Iniö),,,
102,19:10:00,19:10:00,9146,2,Keistiö,,,
103,19:50:00,19:50:00,9187,1,Dalen (Iniö),,,
103,20:00:00,20:00:00,9146,2,Keistiö,,,
104,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
104,21:55:00,21:55:00,9146,2,Keistiö,,,
105,22:45:00,22:45:00,9187,1,Dalen (Iniö),,,
105,22:55:00,22:55:00,9146,2,Keistiö,,,
106,7:45:00,7:45:00,9187,1,Dalen (Iniö),,,
106,7:55:00,7:55:00,9146,2,Keistiö,,,
107,8:15:00,8:15:00,9187,1,Dalen (Iniö),,,
107,8:25:00,8:25:00,9146,2,Keistiö,,,
108,9:10:00,9:10:00,9187,1,Dalen (Iniö),,,
108,9:20:00,9:20:00,9146,2,Keistiö,,,
109,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
109,11:25:00,11:25:00,9146,2,Keistiö,,,
110,11:45:00,11:45:00,9187,1,Dalen (Iniö),,,
110,11:55:00,11:55:00,9146,2,Keistiö,,,
111,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
111,13:10:00,13:10:00,9146,2,Keistiö,,,
112,14:30:00,14:30:00,9187,1,Dalen (Iniö),,,
112,14:40:00,14:40:00,9146,2,Keistiö,,,
113,16:15:00,16:15:00,9187,1,Dalen (Iniö),,,
113,16:25:00,16:25:00,9146,2,Keistiö,,,
114,16:45:00,16:45:00,9187,1,Dalen (Iniö),,,
114,16:55:00,16:55:00,9146,2,Keistiö,,,
115,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
115,17:30:00,17:30:00,9146,2,Keistiö,,,
116,19:00:00,19:00:00,9187,1,Dalen (Iniö),,,
116,19:10:00,19:10:00,9146,2,Keistiö,,,
117,19:50:00,19:50:00,9187,1,Dalen (Iniö),,,
117,20:00:00,20:00:00,9146,2,Keistiö,,,
118,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
118,21:55:00,21:55:00,9146,2,Keistiö,,,
119,22:45:00,22:45:00,9187,1,Dalen (Iniö),,,
119,22:55:00,22:55:00,9146,2,Keistiö,,,
120,9:50:00,9:50:00,9187,1,Dalen (Iniö),,,
120,10:00:00,10:00:00,9146,2,Keistiö,,,
121,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
121,11:25:00,11:25:00,9146,2,Keistiö,,,
122,12:15:00,12:15:00,9187,1,Dalen (Iniö),,,
122,12:25:00,12:25:00,9146,2,Keistiö,,,
123,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
123,13:10:00,13:10:00,9146,2,Keistiö,,,
124,14:00:00,14:00:00,9187,1,Dalen (Iniö),,,
124,14:10:00,14:10:00,9146,2,Keistiö,,,
125,14:45:00,14:45:00,9187,1,Dalen (Iniö),,,
125,14:55:00,14:55:00,9146,2,Keistiö,,,
126,16:00:00,16:00:00,9187,1,Dalen (Iniö),,,
126,16:10:00,16:10:00,9146,2,Keistiö,,,
127,16:30:00,16:30:00,9187,1,Dalen (Iniö),,,
127,16:40:00,16:40:00,9146,2,Keistiö,,,
128,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
128,17:30:00,17:30:00,9146,2,Keistiö,,,
129,18:15:00,18:15:00,9187,1,Dalen (Iniö),,,
129,18:25:00,18:25:00,9146,2,Keistiö,,,
130,19:30:00,19:30:00,9187,1,Dalen (Iniö),,,
130,19:40:00,19:40:00,9146,2,Keistiö,,,
131,20:45:00,20:45:00,9187,1,Dalen (Iniö),,,
131,20:55:00,20:55:00,9146,2,Keistiö,,,
132,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
132,21:55:00,21:55:00,9146,2,Keistiö,,,
133,6:10:00,6:10:00,9187,1,Dalen (Iniö),,,
133,6:20:00,6:20:00,9146,2,Keistiö,,,
134,7:05:00,7:05:00,9187,1,Dalen (Iniö),,,
134,7:15:00,7:15:00,9146,2,Keistiö,,,
135,7:45:00,7:45:00,9187,1,Dalen (Iniö),,,
135,7:55:00,7:55:00,9146,2,Keistiö,,,
136,8:15:00,8:15:00,9187,1,Dalen (Iniö),,,
136,8:25:00,8:25:00,9146,2,Keistiö,,,
137,9:10:00,9:10:00,9187,1,Dalen (Iniö),,,
137,9:20:00,9:20:00,9146,2,Keistiö,,,
138,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
138,11:25:00,11:25:00,9146,2,Keistiö,,,
139,11:45:00,11:45:00,9187,1,Dalen (Iniö),,,
139,11:55:00,11:55:00,9146,2,Keistiö,,,
140,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
140,13:10:00,13:10:00,9146,2,Keistiö,,,
141,14:30:00,14:30:00,9187,1,Dalen (Iniö),,,
141,14:40:00,14:40:00,9146,2,Keistiö,,,
142,15:15:00,15:15:00,9187,1,Dalen (Iniö),,,
142,15:25:00,15:25:00,9146,2,Keistiö,,,
143,16:15:00,16:15:00,9187,1,Dalen (Iniö),,,
143,16:25:00,16:25:00,9146,2,Keistiö,,,
144,16:45:00,16:45:00,9187,1,Dalen (Iniö),,,
144,16:55:00,16:55:00,9146,2,Keistiö,,,
145,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
145,17:30:00,17:30:00,9146,2,Keistiö,,,
146,19:00:00,19:00:00,9187,1,Dalen (Iniö),,,
146,19:10:00,19:10:00,9146,2,Keistiö,,,
147,19:50:00,19:50:00,9187,1,Dalen (Iniö),,,
147,20:00:00,20:00:00,9146,2,Keistiö,,,
148,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
148,21:55:00,21:55:00,9146,2,Keistiö,,,
149,22:45:00,22:45:00,9187,1,Dalen (Iniö),,,
149,22:55:00,22:55:00,9146,2,Keistiö,,,
150,7:45:00,7:45:00,9187,1,Dalen (Iniö),,,
150,7:55:00,7:55:00,9146,2,Keistiö,,,
151,8:15:00,8:15:00,9187,1,Dalen (Iniö),,,
151,8:25:00,8:25:00,9146,2,Keistiö,,,
152,9:10:00,9:10:00,9187,1,Dalen (Iniö),,,
152,9:20:00,9:20:00,9146,2,Keistiö,,,
153,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
153,11:25:00,11:25:00,9146,2,Keistiö,,,
154,11:45:00,11:45:00,9187,1,Dalen (Iniö),,,
154,11:55:00,11:55:00,9146,2,Keistiö,,,
155,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
155,13:10:00,13:10:00,9146,2,Keistiö,,,
156,14:30:00,14:30:00,9187,1,Dalen (Iniö),,,
156,14:40:00,14:40:00,9146,2,Keistiö,,,
157,16:15:00,16:15:00,9187,1,Dalen (Iniö),,,
157,16:25:00,16:25:00,9146,2,Keistiö,,,
158,16:45:00,16:45:00,9187,1,Dalen (Iniö),,,
158,16:55:00,16:55:00,9146,2,Keistiö,,,
159,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
159,17:30:00,17:30:00,9146,2,Keistiö,,,
160,19:00:00,19:00:00,9187,1,Dalen (Iniö),,,
160,19:10:00,19:10:00,9146,2,Keistiö,,,
161,19:50:00,19:50:00,9187,1,Dalen (Iniö),,,
161,20:00:00,20:00:00,9146,2,Keistiö,,,
162,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
162,21:55:00,21:55:00,9146,2,Keistiö,,,
163,22:45:00,22:45:00,9187,1,Dalen (Iniö),,,
163,22:55:00,22:55:00,9146,2,Keistiö,,,
164,9:50:00,9:50:00,9187,1,Dalen (Iniö),,,
164,10:00:00,10:00:00,9146,2,Keistiö,,,
165,11:15:00,11:15:00,9187,1,Dalen (Iniö),,,
165,11:25:00,11:25:00,9146,2,Keistiö,,,
166,12:15:00,12:15:00,9187,1,Dalen (Iniö),,,
166,12:25:00,12:25:00,9146,2,Keistiö,,,
167,13:00:00,13:00:00,9187,1,Dalen (Iniö),,,
167,13:10:00,13:10:00,9146,2,Keistiö,,,
168,14:00:00,14:00:00,9187,1,Dalen (Iniö),,,
168,14:10:00,14:10:00,9146,2,Keistiö,,,
169,14:45:00,14:45:00,9187,1,Dalen (Iniö),,,
169,14:55:00,14:55:00,9146,2,Keistiö,,,
170,16:00:00,16:00:00,9187,1,Dalen (Iniö),,,
170,16:10:00,16:10:00,9146,2,Keistiö,,,
171,16:30:00,16:30:00,9187,1,Dalen (Iniö),,,
171,16:40:00,16:40:00,9146,2,Keistiö,,,
172,17:20:00,17:20:00,9187,1,Dalen (Iniö),,,
172,17:30:00,17:30:00,9146,2,Keistiö,,,
173,18:15:00,18:15:00,9187,1,Dalen (Iniö),,,
173,18:25:00,18:25:00,9146,2,Keistiö,,,
174,19:30:00,19:30:00,9187,1,Dalen (Iniö),,,
174,19:40:00,19:40:00,9146,2,Keistiö,,,
175,20:45:00,20:45:00,9187,1,Dalen (Iniö),,,
175,20:55:00,20:55:00,9146,2,Keistiö,,,
176,21:45:00,21:45:00,9187,1,Dalen (Iniö),,,
176,21:55:00,21:55:00,9146,2,Keistiö,,,
177,5:50:00,5:50:00,9146,1,Keistiö,,,
177,6:00:00,6:00:00,9187,2,Dalen (Iniö),,,
178,6:50:00,6:50:00,9146,1,Keistiö,,,
178,7:00:00,7:00:00,9187,2,Dalen (Iniö),,,
179,7:30:00,7:30:00,9146,1,Keistiö,,,
179,7:40:00,7:40:00,9187,2,Dalen (Iniö),,,
180,8:00:00,8:00:00,9146,1,Keistiö,,,
180,8:10:00,8:10:00,9187,2,Dalen (Iniö),,,
181,8:40:00,8:40:00,9146,1,Keistiö,,,
181,8:50:00,8:50:00,9187,2,Dalen (Iniö),,,
182,10:10:00,10:10:00,9146,1,Keistiö,,,
182,10:20:00,10:20:00,9187,2,Dalen (Iniö),,,
183,11:30:00,11:30:00,9146,1,Keistiö,,,
183,11:40:00,11:40:00,9187,2,Dalen (Iniö),,,
184,12:00:00,12:00:00,9146,1,Keistiö,,,
184,12:10:00,12:10:00,9187,2,Dalen (Iniö),,,
185,13:40:00,13:40:00,9146,1,Keistiö,,,
185,13:50:00,13:50:00,9187,2,Dalen (Iniö),,,
186,15:00:00,15:00:00,9146,1,Keistiö,,,
186,15:10:00,15:10:00,9187,2,Dalen (Iniö),,,
187,15:30:00,15:30:00,9146,1,Keistiö,,,
187,15:40:00,15:40:00,9187,2,Dalen (Iniö),,,
188,16:30:00,16:30:00,9146,1,Keistiö,,,
188,16:40:00,16:40:00,9187,2,Dalen (Iniö),,,
189,17:10:00,17:10:00,9146,1,Keistiö,,,
189,17:20:00,17:20:00,9187,2,Dalen (Iniö),,,
190,18:30:00,18:30:00,9146,1,Keistiö,,,
190,18:40:00,18:40:00,9187,2,Dalen (Iniö),,,
191,19:40:00,19:40:00,9146,1,Keistiö,,,
191,19:50:00,19:50:00,9187,2,Dalen (Iniö),,,
192,21:30:00,21:30:00,9146,1,Keistiö,,,
192,21:40:00,21:40:00,9187,2,Dalen (Iniö),,,
193,22:30:00,22:30:00,9146,1,Keistiö,,,
193,22:40:00,22:40:00,9187,2,Dalen (Iniö),,,
194,6:50:00,6:50:00,9146,1,Keistiö,,,
194,7:00:00,7:00:00,9187,2,Dalen (Iniö),,,
195,8:00:00,8:00:00,9146,1,Keistiö,,,
195,8:10:00,8:10:00,9187,2,Dalen (Iniö),,,
196,8:40:00,8:40:00,9146,1,Keistiö,,,
196,8:50:00,8:50:00,9187,2,Dalen (Iniö),,,
197,10:10:00,10:10:00,9146,1,Keistiö,,,
197,10:20:00,10:20:00,9187,2,Dalen (Iniö),,,
198,11:30:00,11:30:00,9146,1,Keistiö,,,
198,11:40:00,11:40:00,9187,2,Dalen (Iniö),,,
199,12:00:00,12:00:00,9146,1,Keistiö,,,
199,12:10:00,12:10:00,9187,2,Dalen (Iniö),,,
200,13:40:00,13:40:00,9146,1,Keistiö,,,
200,13:50:00,13:50:00,9187,2,Dalen (Iniö),,,
201,15:00:00,15:00:00,9146,1,Keistiö,,,
201,15:10:00,15:10:00,9187,2,Dalen (Iniö),,,
202,16:30:00,16:30:00,9146,1,Keistiö,,,
202,16:40:00,16:40:00,9187,2,Dalen (Iniö),,,
203,17:10:00,17:10:00,9146,1,Keistiö,,,
203,17:20:00,17:20:00,9187,2,Dalen (Iniö),,,
204,18:30:00,18:30:00,9146,1,Keistiö,,,
204,18:40:00,18:40:00,9187,2,Dalen (Iniö),,,
205,19:40:00,19:40:00,9146,1,Keistiö,,,
205,19:50:00,19:50:00,9187,2,Dalen (Iniö),,,
206,21:30:00,21:30:00,9146,1,Keistiö,,,
206,21:40:00,21:40:00,9187,2,Dalen (Iniö),,,
207,22:30:00,22:30:00,9146,1,Keistiö,,,
207,22:40:00,22:40:00,9187,2,Dalen (Iniö),,,
208,9:40:00,9:40:00,9146,1,Keistiö,,,
208,9:50:00,9:50:00,9187,2,Dalen (Iniö),,,
209,10:10:00,10:10:00,9146,1,Keistiö,,,
209,10:20:00,10:20:00,9187,2,Dalen (Iniö),,,
210,12:00:00,12:00:00,9146,1,Keistiö,,,
210,12:10:00,12:10:00,9187,2,Dalen (Iniö),,,
211,12:30:00,12:30:00,9146,1,Keistiö,,,
211,12:40:00,12:40:00,9187,2,Dalen (Iniö),,,
212,13:40:00,13:40:00,9146,1,Keistiö,,,
212,13:50:00,13:50:00,9187,2,Dalen (Iniö),,,
213,14:30:00,14:30:00,9146,1,Keistiö,,,
213,14:40:00,14:40:00,9187,2,Dalen (Iniö),,,
214,15:00:00,15:00:00,9146,1,Keistiö,,,
214,15:10:00,15:10:00,9187,2,Dalen (Iniö),,,
215,16:15:00,16:15:00,9146,1,Keistiö,,,
215,16:25:00,16:25:00,9187,2,Dalen (Iniö),,,
216,16:45:00,16:45:00,9146,1,Keistiö,,,
216,16:55:00,16:55:00,9187,2,Dalen (Iniö),,,
217,18:00:00,18:00:00,9146,1,Keistiö,,,
217,18:10:00,18:10:00,9187,2,Dalen (Iniö),,,
218,18:30:00,18:30:00,9146,1,Keistiö,,,
218,18:40:00,18:40:00,9187,2,Dalen (Iniö),,,
219,19:50:00,19:50:00,9146,1,Keistiö,,,
219,20:00:00,20:00:00,9187,2,Dalen (Iniö),,,
220,21:30:00,21:30:00,9146,1,Keistiö,,,
220,21:40:00,21:40:00,9187,2,Dalen (Iniö),,,
221,5:50:00,5:50:00,9146,1,Keistiö,,,
221,6:00:00,6:00:00,9187,2,Dalen (Iniö),,,
222,6:50:00,6:50:00,9146,1,Keistiö,,,
222,7:00:00,7:00:00,9187,2,Dalen (Iniö),,,
223,7:30:00,7:30:00,9146,1,Keistiö,,,
223,7:40:00,7:40:00,9187,2,Dalen (Iniö),,,
224,8:00:00,8:00:00,9146,1,Keistiö,,,
224,8:10:00,8:10:00,9187,2,Dalen (Iniö),,,
225,8:40:00,8:40:00,9146,1,Keistiö,,,
225,8:50:00,8:50:00,9187,2,Dalen (Iniö),,,
226,10:10:00,10:10:00,9146,1,Keistiö,,,
226,10:20:00,10:20:00,9187,2,Dalen (Iniö),,,
227,11:30:00,11:30:00,9146,1,Keistiö,,,
227,11:40:00,11:40:00,9187,2,Dalen (Iniö),,,
228,12:00:00,12:00:00,9146,1,Keistiö,,,
228,12:10:00,12:10:00,9187,2,Dalen (Iniö),,,
229,13:40:00,13:40:00,9146,1,Keistiö,,,
229,13:50:00,13:50:00,9187,2,Dalen (Iniö),,,
230,15:00:00,15:00:00,9146,1,Keistiö,,,
230,15:10:00,15:10:00,9187,2,Dalen (Iniö),,,
231,15:30:00,15:30:00,9146,1,Keistiö,,,
231,15:40:00,15:40:00,9187,2,Dalen (Iniö),,,
